Year;Value;Country;Region;Income group
2015;11,5;Togo;Sub-Saharan Africa;Low income
2000;11,6;Trinidad and Tobago;Latin America & Caribbean;High income
2001;11,2;Trinidad and Tobago;Latin America & Caribbean;High income
2002;11,3;Trinidad and Tobago;Latin America & Caribbean;High income
2003;11,8;Trinidad and Tobago;Latin America & Caribbean;High income
2004;12;Trinidad and Tobago;Latin America & Caribbean;High income
2005;11,8;Trinidad and Tobago;Latin America & Caribbean;High income
2006;11,3;Trinidad and Tobago;Latin America & Caribbean;High income
2007;10,7;Trinidad and Tobago;Latin America & Caribbean;High income
2008;10,4;Trinidad and Tobago;Latin America & Caribbean;High income
2009;10,1;Trinidad and Tobago;Latin America & Caribbean;High income
2010;9,6;Trinidad and Tobago;Latin America & Caribbean;High income
2011;8,6;Trinidad and Tobago;Latin America & Caribbean;High income
2012;7,5;Trinidad and Tobago;Latin America & Caribbean;High income
2013;6,5;Trinidad and Tobago;Latin America & Caribbean;High income
2014;5,8;Trinidad and Tobago;Latin America & Caribbean;High income
2015;4,8;Trinidad and Tobago;Latin America & Caribbean;High income
2000;4,9;Tunisia;Middle East & North Africa;Lower middle income
2001;5,2;Tunisia;Middle East & North Africa;Lower middle income
2002;5,6;Tunisia;Middle East & North Africa;Lower middle income
2003;5,6;Tunisia;Middle East & North Africa;Lower middle income
2004;5,6;Tunisia;Middle East & North Africa;Lower middle income
2005;5,6;Tunisia;Middle East & North Africa;Lower middle income
2006;5,5;Tunisia;Middle East & North Africa;Lower middle income
2007;5,4;Tunisia;Middle East & North Africa;Lower middle income
2008;5,2;Tunisia;Middle East & North Africa;Lower middle income
2009;5;Tunisia;Middle East & North Africa;Lower middle income
2010;4,8;Tunisia;Middle East & North Africa;Lower middle income
2011;4,6;Tunisia;Middle East & North Africa;Lower middle income
2012;4,5;Tunisia;Middle East & North Africa;Lower middle income
2013;4,5;Tunisia;Middle East & North Africa;Lower middle income
2014;4,5;Tunisia;Middle East & North Africa;Lower middle income
2015;5;Tunisia;Middle East & North Africa;Lower middle income
2000;2,5;Turkey;Europe & Central Asia;Upper middle income
2001;2,5;Turkey;Europe & Central Asia;Upper middle income
2002;2,5;Turkey;Europe & Central Asia;Upper middle income
2003;2,5;Turkey;Europe & Central Asia;Upper middle income
2004;2,5;Turkey;Europe & Central Asia;Upper middle income
2005;2,5;Turkey;Europe & Central Asia;Upper middle income
2006;2,5;Turkey;Europe & Central Asia;Upper middle income
2007;2,5;Turkey;Europe & Central Asia;Upper middle income
2008;2,5;Turkey;Europe & Central Asia;Upper middle income
2009;2,5;Turkey;Europe & Central Asia;Upper middle income
2010;2,5;Turkey;Europe & Central Asia;Upper middle income
2011;2,5;Turkey;Europe & Central Asia;Upper middle income
2012;2,5;Turkey;Europe & Central Asia;Upper middle income
2013;2,5;Turkey;Europe & Central Asia;Upper middle income
2014;2,5;Turkey;Europe & Central Asia;Upper middle income
2015;2,5;Turkey;Europe & Central Asia;Upper middle income
2000;8,2;Turkmenistan;Europe & Central Asia;Upper middle income
2001;7,6;Turkmenistan;Europe & Central Asia;Upper middle income
2002;6,9;Turkmenistan;Europe & Central Asia;Upper middle income
2003;6;Turkmenistan;Europe & Central Asia;Upper middle income
2004;5,3;Turkmenistan;Europe & Central Asia;Upper middle income
2005;4,8;Turkmenistan;Europe & Central Asia;Upper middle income
2006;4,6;Turkmenistan;Europe & Central Asia;Upper middle income
2007;4,5;Turkmenistan;Europe & Central Asia;Upper middle income
2008;4,5;Turkmenistan;Europe & Central Asia;Upper middle income
2009;4,7;Turkmenistan;Europe & Central Asia;Upper middle income
2010;4,9;Turkmenistan;Europe & Central Asia;Upper middle income
2011;5,1;Turkmenistan;Europe & Central Asia;Upper middle income
2012;5,3;Turkmenistan;Europe & Central Asia;Upper middle income
2013;5,4;Turkmenistan;Europe & Central Asia;Upper middle income
2014;5,5;Turkmenistan;Europe & Central Asia;Upper middle income
2015;5,5;Turkmenistan;Europe & Central Asia;Upper middle income
2000;27,9;Uganda;Sub-Saharan Africa;Low income
2001;27,6;Uganda;Sub-Saharan Africa;Low income
2002;26,6;Uganda;Sub-Saharan Africa;Low income
2003;25,1;Uganda;Sub-Saharan Africa;Low income
2004;23,9;Uganda;Sub-Saharan Africa;Low income
2005;24,3;Uganda;Sub-Saharan Africa;Low income
2006;26;Uganda;Sub-Saharan Africa;Low income
2007;28,3;Uganda;Sub-Saharan Africa;Low income
2008;29,8;Uganda;Sub-Saharan Africa;Low income
2009;30,5;Uganda;Sub-Saharan Africa;Low income
2010;31;Uganda;Sub-Saharan Africa;Low income
2011;31,8;Uganda;Sub-Saharan Africa;Low income
2012;32,9;Uganda;Sub-Saharan Africa;Low income
2013;34,5;Uganda;Sub-Saharan Africa;Low income
2014;36,4;Uganda;Sub-Saharan Africa;Low income
2015;39;Uganda;Sub-Saharan Africa;Low income
2000;4,5;Ukraine;Europe & Central Asia;Lower middle income
2001;3,6;Ukraine;Europe & Central Asia;Lower middle income
2002;2,8;Ukraine;Europe & Central Asia;Lower middle income
2003;2,5;Ukraine;Europe & Central Asia;Lower middle income
2004;2,5;Ukraine;Europe & Central Asia;Lower middle income
2005;2,5;Ukraine;Europe & Central Asia;Lower middle income
2006;2,5;Ukraine;Europe & Central Asia;Lower middle income
2007;2,5;Ukraine;Europe & Central Asia;Lower middle income
2008;2,5;Ukraine;Europe & Central Asia;Lower middle income
2009;2,5;Ukraine;Europe & Central Asia;Lower middle income
2010;2,5;Ukraine;Europe & Central Asia;Lower middle income
2011;2,5;Ukraine;Europe & Central Asia;Lower middle income
2012;2,5;Ukraine;Europe & Central Asia;Lower middle income
2013;2,5;Ukraine;Europe & Central Asia;Lower middle income
2014;2,5;Ukraine;Europe & Central Asia;Lower middle income
2015;2,5;Ukraine;Europe & Central Asia;Lower middle income
2000;2,5;United Arab Emirates;Middle East & North Africa;High income
2001;2,5;United Arab Emirates;Middle East & North Africa;High income
2002;2,5;United Arab Emirates;Middle East & North Africa;High income
2003;2,7;United Arab Emirates;Middle East & North Africa;High income
2004;3,4;United Arab Emirates;Middle East & North Africa;High income
2005;4,2;United Arab Emirates;Middle East & North Africa;High income
2006;5,1;United Arab Emirates;Middle East & North Africa;High income
2007;5,7;United Arab Emirates;Middle East & North Africa;High income
2008;6,1;United Arab Emirates;Middle East & North Africa;High income
2009;6,2;United Arab Emirates;Middle East & North Africa;High income
2010;6;United Arab Emirates;Middle East & North Africa;High income
2011;5,6;United Arab Emirates;Middle East & North Africa;High income
2012;5,1;United Arab Emirates;Middle East & North Africa;High income
2013;4,6;United Arab Emirates;Middle East & North Africa;High income
2014;4;United Arab Emirates;Middle East & North Africa;High income
2015;3,8;United Arab Emirates;Middle East & North Africa;High income
2000;2,5;United Kingdom;Europe & Central Asia;High income
2001;2,5;United Kingdom;Europe & Central Asia;High income
2002;2,5;United Kingdom;Europe & Central Asia;High income
2003;2,5;United Kingdom;Europe & Central Asia;High income
2004;2,5;United Kingdom;Europe & Central Asia;High income
2005;2,5;United Kingdom;Europe & Central Asia;High income
2006;2,5;United Kingdom;Europe & Central Asia;High income
2007;2,5;United Kingdom;Europe & Central Asia;High income
2008;2,5;United Kingdom;Europe & Central Asia;High income
2009;2,5;United Kingdom;Europe & Central Asia;High income
2010;2,5;United Kingdom;Europe & Central Asia;High income
2011;2,5;United Kingdom;Europe & Central Asia;High income
2012;2,5;United Kingdom;Europe & Central Asia;High income
2013;2,5;United Kingdom;Europe & Central Asia;High income
2014;2,5;United Kingdom;Europe & Central Asia;High income
2015;2,5;United Kingdom;Europe & Central Asia;High income
2000;2,5;United States;North America;High income
2001;2,5;United States;North America;High income
2002;2,5;United States;North America;High income
2003;2,5;United States;North America;High income
2004;2,5;United States;North America;High income
2005;2,5;United States;North America;High income
2006;2,5;United States;North America;High income
2007;2,5;United States;North America;High income
2008;2,5;United States;North America;High income
2009;2,5;United States;North America;High income
2010;2,5;United States;North America;High income
2011;2,5;United States;North America;High income
2012;2,5;United States;North America;High income
2013;2,5;United States;North America;High income
2014;2,5;United States;North America;High income
2015;2,5;United States;North America;High income
2000;4,2;Uruguay;Latin America & Caribbean;High income
2001;4,1;Uruguay;Latin America & Caribbean;High income
2002;4,1;Uruguay;Latin America & Caribbean;High income
2003;4,2;Uruguay;Latin America & Caribbean;High income
2004;4,3;Uruguay;Latin America & Caribbean;High income
2005;4,3;Uruguay;Latin America & Caribbean;High income
2006;4;Uruguay;Latin America & Caribbean;High income
2007;3,5;Uruguay;Latin America & Caribbean;High income
2008;3;Uruguay;Latin America & Caribbean;High income
2009;2,7;Uruguay;Latin America & Caribbean;High income
2010;2,5;Uruguay;Latin America & Caribbean;High income
2011;2,5;Uruguay;Latin America & Caribbean;High income
2012;2,5;Uruguay;Latin America & Caribbean;High income
2013;2,5;Uruguay;Latin America & Caribbean;High income
2014;2,5;Uruguay;Latin America & Caribbean;High income
2015;2,5;Uruguay;Latin America & Caribbean;High income
2000;16,4;Uzbekistan;Europe & Central Asia;Lower middle income
2001;18,9;Uzbekistan;Europe & Central Asia;Lower middle income
2002;19,9;Uzbekistan;Europe & Central Asia;Lower middle income
2003;19;Uzbekistan;Europe & Central Asia;Lower middle income
2004;17;Uzbekistan;Europe & Central Asia;Lower middle income
2005;14,5;Uzbekistan;Europe & Central Asia;Lower middle income
2006;12,4;Uzbekistan;Europe & Central Asia;Lower middle income
2007;11;Uzbekistan;Europe & Central Asia;Lower middle income
2008;10,2;Uzbekistan;Europe & Central Asia;Lower middle income
2009;9,6;Uzbekistan;Europe & Central Asia;Lower middle income
2010;8,8;Uzbekistan;Europe & Central Asia;Lower middle income
2011;7,9;Uzbekistan;Europe & Central Asia;Lower middle income
2012;7,2;Uzbekistan;Europe & Central Asia;Lower middle income
2013;6,7;Uzbekistan;Europe & Central Asia;Lower middle income
2014;6,5;Uzbekistan;Europe & Central Asia;Lower middle income
2015;6,3;Uzbekistan;Europe & Central Asia;Lower middle income
2000;8,2;Vanuatu;East Asia & Pacific;Lower middle income
2001;8,1;Vanuatu;East Asia & Pacific;Lower middle income
2002;8;Vanuatu;East Asia & Pacific;Lower middle income
2003;7,7;Vanuatu;East Asia & Pacific;Lower middle income
2004;7,4;Vanuatu;East Asia & Pacific;Lower middle income
2005;7;Vanuatu;East Asia & Pacific;Lower middle income
2006;6,6;Vanuatu;East Asia & Pacific;Lower middle income
2007;6,1;Vanuatu;East Asia & Pacific;Lower middle income
2008;5,8;Vanuatu;East Asia & Pacific;Lower middle income
2009;5,8;Vanuatu;East Asia & Pacific;Lower middle income
2010;5,9;Vanuatu;East Asia & Pacific;Lower middle income
2011;6,1;Vanuatu;East Asia & Pacific;Lower middle income
2012;6,3;Vanuatu;East Asia & Pacific;Lower middle income
2013;6,5;Vanuatu;East Asia & Pacific;Lower middle income
2014;6,6;Vanuatu;East Asia & Pacific;Lower middle income
2015;6,9;Vanuatu;East Asia & Pacific;Lower middle income
2000;16,4;Venezuela, RB;Latin America & Caribbean;Upper middle income
2001;16,3;Venezuela, RB;Latin America & Caribbean;Upper middle income
2002;16,9;Venezuela, RB;Latin America & Caribbean;Upper middle income
2003;15,2;Venezuela, RB;Latin America & Caribbean;Upper middle income
2004;13,1;Venezuela, RB;Latin America & Caribbean;Upper middle income
2005;10,5;Venezuela, RB;Latin America & Caribbean;Upper middle income
2006;8,4;Venezuela, RB;Latin America & Caribbean;Upper middle income
2007;6;Venezuela, RB;Latin America & Caribbean;Upper middle income
2008;4;Venezuela, RB;Latin America & Caribbean;Upper middle income
2009;3,1;Venezuela, RB;Latin America & Caribbean;Upper middle income
2010;3,1;Venezuela, RB;Latin America & Caribbean;Upper middle income
2011;3,7;Venezuela, RB;Latin America & Caribbean;Upper middle income
2012;4,7;Venezuela, RB;Latin America & Caribbean;Upper middle income
2013;6,5;Venezuela, RB;Latin America & Caribbean;Upper middle income
2014;9,1;Venezuela, RB;Latin America & Caribbean;Upper middle income
2015;13;Venezuela, RB;Latin America & Caribbean;Upper middle income
2000;24,3;Vietnam;East Asia & Pacific;Lower middle income
2001;22,5;Vietnam;East Asia & Pacific;Lower middle income
2002;20,7;Vietnam;East Asia & Pacific;Lower middle income
2003;19,3;Vietnam;East Asia & Pacific;Lower middle income
2004;18,5;Vietnam;East Asia & Pacific;Lower middle income
2005;18,2;Vietnam;East Asia & Pacific;Lower middle income
2006;17,6;Vietnam;East Asia & Pacific;Lower middle income
2007;16,7;Vietnam;East Asia & Pacific;Lower middle income
2008;15,5;Vietnam;East Asia & Pacific;Lower middle income
2009;14,5;Vietnam;East Asia & Pacific;Lower middle income
2010;13,6;Vietnam;East Asia & Pacific;Lower middle income
2011;13;Vietnam;East Asia & Pacific;Lower middle income
2012;12,4;Vietnam;East Asia & Pacific;Lower middle income
2013;11,9;Vietnam;East Asia & Pacific;Lower middle income
2014;11,2;Vietnam;East Asia & Pacific;Lower middle income
2015;10,7;Vietnam;East Asia & Pacific;Lower middle income
2000;29,9;Yemen, Rep.;Middle East & North Africa;Low income
2001;30,2;Yemen, Rep.;Middle East & North Africa;Low income
2002;30,7;Yemen, Rep.;Middle East & North Africa;Low income
2003;31,1;Yemen, Rep.;Middle East & North Africa;Low income
2004;30,9;Yemen, Rep.;Middle East & North Africa;Low income
2005;30,1;Yemen, Rep.;Middle East & North Africa;Low income
2006;28,9;Yemen, Rep.;Middle East & North Africa;Low income
2007;27,7;Yemen, Rep.;Middle East & North Africa;Low income
2008;27,1;Yemen, Rep.;Middle East & North Africa;Low income
2009;26,3;Yemen, Rep.;Middle East & North Africa;Low income
2010;25,7;Yemen, Rep.;Middle East & North Africa;Low income
2011;25;Yemen, Rep.;Middle East & North Africa;Low income
2012;24,6;Yemen, Rep.;Middle East & North Africa;Low income
2013;24,6;Yemen, Rep.;Middle East & North Africa;Low income
2014;25,2;Yemen, Rep.;Middle East & North Africa;Low income
2015;28,8;Yemen, Rep.;Middle East & North Africa;Low income
2000;47,6;Zambia;Sub-Saharan Africa;Lower middle income
2001;49,3;Zambia;Sub-Saharan Africa;Lower middle income
2002;50,2;Zambia;Sub-Saharan Africa;Lower middle income
2003;50,1;Zambia;Sub-Saharan Africa;Lower middle income
2004;50,4;Zambia;Sub-Saharan Africa;Lower middle income
2005;51,3;Zambia;Sub-Saharan Africa;Lower middle income
2006;52,8;Zambia;Sub-Saharan Africa;Lower middle income
2007;53,6;Zambia;Sub-Saharan Africa;Lower middle income
2008;53;Zambia;Sub-Saharan Africa;Lower middle income
2009;51,3;Zambia;Sub-Saharan Africa;Lower middle income
2010;49,7;Zambia;Sub-Saharan Africa;Lower middle income
2011;48,7;Zambia;Sub-Saharan Africa;Lower middle income
2012;48,1;Zambia;Sub-Saharan Africa;Lower middle income
2013;47,4;Zambia;Sub-Saharan Africa;Lower middle income
2014;46,6;Zambia;Sub-Saharan Africa;Lower middle income
2015;45,9;Zambia;Sub-Saharan Africa;Lower middle income
2000;43,3;Zimbabwe;Sub-Saharan Africa;Low income
2001;42,8;Zimbabwe;Sub-Saharan Africa;Low income
2002;42,4;Zimbabwe;Sub-Saharan Africa;Low income
2003;42,1;Zimbabwe;Sub-Saharan Africa;Low income
2004;41,2;Zimbabwe;Sub-Saharan Africa;Low income
2005;40;Zimbabwe;Sub-Saharan Africa;Low income
2006;38,3;Zimbabwe;Sub-Saharan Africa;Low income
2007;37,2;Zimbabwe;Sub-Saharan Africa;Low income
2008;36;Zimbabwe;Sub-Saharan Africa;Low income
2009;34,7;Zimbabwe;Sub-Saharan Africa;Low income
2010;33,3;Zimbabwe;Sub-Saharan Africa;Low income
2011;32,7;Zimbabwe;Sub-Saharan Africa;Low income
2012;34,1;Zimbabwe;Sub-Saharan Africa;Low income
2013;37,3;Zimbabwe;Sub-Saharan Africa;Low income
2014;41,3;Zimbabwe;Sub-Saharan Africa;Low income
2015;44,7;Zimbabwe;Sub-Saharan Africa;Low income
