Year;Value;Country;Region;Income group
1988;;Eritrea;Sub-Saharan Africa;Low income
1989;;Eritrea;Sub-Saharan Africa;Low income
1990;;Eritrea;Sub-Saharan Africa;Low income
1991;;Eritrea;Sub-Saharan Africa;Low income
1992;;Eritrea;Sub-Saharan Africa;Low income
1993;;Eritrea;Sub-Saharan Africa;Low income
1994;;Eritrea;Sub-Saharan Africa;Low income
1995;;Eritrea;Sub-Saharan Africa;Low income
1996;;Eritrea;Sub-Saharan Africa;Low income
1997;;Eritrea;Sub-Saharan Africa;Low income
1998;;Eritrea;Sub-Saharan Africa;Low income
1999;;Eritrea;Sub-Saharan Africa;Low income
2000;;Eritrea;Sub-Saharan Africa;Low income
2001;;Eritrea;Sub-Saharan Africa;Low income
2002;;Eritrea;Sub-Saharan Africa;Low income
2003;;Eritrea;Sub-Saharan Africa;Low income
2004;;Eritrea;Sub-Saharan Africa;Low income
2005;;Eritrea;Sub-Saharan Africa;Low income
2006;;Eritrea;Sub-Saharan Africa;Low income
2007;;Eritrea;Sub-Saharan Africa;Low income
2008;;Eritrea;Sub-Saharan Africa;Low income
2009;;Eritrea;Sub-Saharan Africa;Low income
2010;;Eritrea;Sub-Saharan Africa;Low income
2011;;Eritrea;Sub-Saharan Africa;Low income
2012;;Eritrea;Sub-Saharan Africa;Low income
2013;;Eritrea;Sub-Saharan Africa;Low income
2014;;Eritrea;Sub-Saharan Africa;Low income
2015;;Eritrea;Sub-Saharan Africa;Low income
2016;;Eritrea;Sub-Saharan Africa;Low income
1980;;Spain;Europe & Central Asia;High income
1981;;Spain;Europe & Central Asia;High income
1982;;Spain;Europe & Central Asia;High income
1983;;Spain;Europe & Central Asia;High income
1984;;Spain;Europe & Central Asia;High income
1985;;Spain;Europe & Central Asia;High income
1986;;Spain;Europe & Central Asia;High income
1987;;Spain;Europe & Central Asia;High income
1988;;Spain;Europe & Central Asia;High income
1989;;Spain;Europe & Central Asia;High income
1990;;Spain;Europe & Central Asia;High income
1991;;Spain;Europe & Central Asia;High income
1992;;Spain;Europe & Central Asia;High income
1993;;Spain;Europe & Central Asia;High income
1994;;Spain;Europe & Central Asia;High income
1995;;Spain;Europe & Central Asia;High income
1996;;Spain;Europe & Central Asia;High income
1997;;Spain;Europe & Central Asia;High income
1998;;Spain;Europe & Central Asia;High income
1999;;Spain;Europe & Central Asia;High income
2000;;Spain;Europe & Central Asia;High income
2001;;Spain;Europe & Central Asia;High income
2002;;Spain;Europe & Central Asia;High income
2003;0,7;Spain;Europe & Central Asia;High income
2004;0,7;Spain;Europe & Central Asia;High income
2005;0,7;Spain;Europe & Central Asia;High income
2006;0,7;Spain;Europe & Central Asia;High income
2007;0,4;Spain;Europe & Central Asia;High income
2008;0,5;Spain;Europe & Central Asia;High income
2009;0,7;Spain;Europe & Central Asia;High income
2010;0,7;Spain;Europe & Central Asia;High income
2011;1,2;Spain;Europe & Central Asia;High income
2012;1;Spain;Europe & Central Asia;High income
2013;1,2;Spain;Europe & Central Asia;High income
2014;0,7;Spain;Europe & Central Asia;High income
2015;1;Spain;Europe & Central Asia;High income
2016;;Spain;Europe & Central Asia;High income
1980;;Estonia;Europe & Central Asia;High income
1981;;Estonia;Europe & Central Asia;High income
1982;;Estonia;Europe & Central Asia;High income
1983;;Estonia;Europe & Central Asia;High income
1984;;Estonia;Europe & Central Asia;High income
1985;;Estonia;Europe & Central Asia;High income
1986;;Estonia;Europe & Central Asia;High income
1987;;Estonia;Europe & Central Asia;High income
1988;;Estonia;Europe & Central Asia;High income
1989;;Estonia;Europe & Central Asia;High income
1990;;Estonia;Europe & Central Asia;High income
1991;;Estonia;Europe & Central Asia;High income
1992;;Estonia;Europe & Central Asia;High income
1993;1,3;Estonia;Europe & Central Asia;High income
1994;;Estonia;Europe & Central Asia;High income
1995;;Estonia;Europe & Central Asia;High income
1996;;Estonia;Europe & Central Asia;High income
1997;;Estonia;Europe & Central Asia;High income
1998;;Estonia;Europe & Central Asia;High income
1999;;Estonia;Europe & Central Asia;High income
2000;;Estonia;Europe & Central Asia;High income
2001;;Estonia;Europe & Central Asia;High income
2002;;Estonia;Europe & Central Asia;High income
2003;2,5;Estonia;Europe & Central Asia;High income
2004;1;Estonia;Europe & Central Asia;High income
2005;0,7;Estonia;Europe & Central Asia;High income
2006;0,7;Estonia;Europe & Central Asia;High income
2007;0,5;Estonia;Europe & Central Asia;High income
2008;0,5;Estonia;Europe & Central Asia;High income
2009;0,5;Estonia;Europe & Central Asia;High income
2010;0,7;Estonia;Europe & Central Asia;High income
2011;1;Estonia;Europe & Central Asia;High income
2012;0,7;Estonia;Europe & Central Asia;High income
2013;1;Estonia;Europe & Central Asia;High income
2014;0,7;Estonia;Europe & Central Asia;High income
2015;0,5;Estonia;Europe & Central Asia;High income
2016;;Estonia;Europe & Central Asia;High income
1980;;Ethiopia;Sub-Saharan Africa;Low income
1981;;Ethiopia;Sub-Saharan Africa;Low income
1982;;Ethiopia;Sub-Saharan Africa;Low income
1983;;Ethiopia;Sub-Saharan Africa;Low income
1984;;Ethiopia;Sub-Saharan Africa;Low income
1985;;Ethiopia;Sub-Saharan Africa;Low income
1986;;Ethiopia;Sub-Saharan Africa;Low income
1987;;Ethiopia;Sub-Saharan Africa;Low income
1988;;Ethiopia;Sub-Saharan Africa;Low income
1989;;Ethiopia;Sub-Saharan Africa;Low income
1990;;Ethiopia;Sub-Saharan Africa;Low income
1991;;Ethiopia;Sub-Saharan Africa;Low income
1992;;Ethiopia;Sub-Saharan Africa;Low income
1993;;Ethiopia;Sub-Saharan Africa;Low income
1994;;Ethiopia;Sub-Saharan Africa;Low income
1995;67,1;Ethiopia;Sub-Saharan Africa;Low income
1996;;Ethiopia;Sub-Saharan Africa;Low income
1997;;Ethiopia;Sub-Saharan Africa;Low income
1998;;Ethiopia;Sub-Saharan Africa;Low income
1999;55,5;Ethiopia;Sub-Saharan Africa;Low income
2000;;Ethiopia;Sub-Saharan Africa;Low income
2001;;Ethiopia;Sub-Saharan Africa;Low income
2002;;Ethiopia;Sub-Saharan Africa;Low income
2003;;Ethiopia;Sub-Saharan Africa;Low income
2004;36,4;Ethiopia;Sub-Saharan Africa;Low income
2005;;Ethiopia;Sub-Saharan Africa;Low income
2006;;Ethiopia;Sub-Saharan Africa;Low income
2007;;Ethiopia;Sub-Saharan Africa;Low income
2008;;Ethiopia;Sub-Saharan Africa;Low income
2009;;Ethiopia;Sub-Saharan Africa;Low income
2010;33,6;Ethiopia;Sub-Saharan Africa;Low income
2011;;Ethiopia;Sub-Saharan Africa;Low income
2012;;Ethiopia;Sub-Saharan Africa;Low income
2013;;Ethiopia;Sub-Saharan Africa;Low income
2014;;Ethiopia;Sub-Saharan Africa;Low income
2015;26,7;Ethiopia;Sub-Saharan Africa;Low income
2016;;Ethiopia;Sub-Saharan Africa;Low income
1980;;Finland;Europe & Central Asia;High income
1981;;Finland;Europe & Central Asia;High income
1982;;Finland;Europe & Central Asia;High income
1983;;Finland;Europe & Central Asia;High income
1984;;Finland;Europe & Central Asia;High income
1985;;Finland;Europe & Central Asia;High income
1986;;Finland;Europe & Central Asia;High income
1987;;Finland;Europe & Central Asia;High income
1988;;Finland;Europe & Central Asia;High income
1989;;Finland;Europe & Central Asia;High income
1990;;Finland;Europe & Central Asia;High income
1991;;Finland;Europe & Central Asia;High income
1992;;Finland;Europe & Central Asia;High income
1993;;Finland;Europe & Central Asia;High income
1994;;Finland;Europe & Central Asia;High income
1995;;Finland;Europe & Central Asia;High income
1996;;Finland;Europe & Central Asia;High income
1997;;Finland;Europe & Central Asia;High income
1998;;Finland;Europe & Central Asia;High income
1999;;Finland;Europe & Central Asia;High income
2000;;Finland;Europe & Central Asia;High income
2001;;Finland;Europe & Central Asia;High income
2002;;Finland;Europe & Central Asia;High income
2003;0;Finland;Europe & Central Asia;High income
2004;0;Finland;Europe & Central Asia;High income
2005;0;Finland;Europe & Central Asia;High income
2006;0;Finland;Europe & Central Asia;High income
2007;0;Finland;Europe & Central Asia;High income
2008;0;Finland;Europe & Central Asia;High income
2009;0;Finland;Europe & Central Asia;High income
2010;0;Finland;Europe & Central Asia;High income
2011;0;Finland;Europe & Central Asia;High income
2012;0;Finland;Europe & Central Asia;High income
2013;0;Finland;Europe & Central Asia;High income
2014;0;Finland;Europe & Central Asia;High income
2015;0;Finland;Europe & Central Asia;High income
2016;;Finland;Europe & Central Asia;High income
1980;;Fiji;East Asia & Pacific;Upper middle income
1981;;Fiji;East Asia & Pacific;Upper middle income
1982;;Fiji;East Asia & Pacific;Upper middle income
1983;;Fiji;East Asia & Pacific;Upper middle income
1984;;Fiji;East Asia & Pacific;Upper middle income
1985;;Fiji;East Asia & Pacific;Upper middle income
1986;;Fiji;East Asia & Pacific;Upper middle income
1987;;Fiji;East Asia & Pacific;Upper middle income
1988;;Fiji;East Asia & Pacific;Upper middle income
1989;;Fiji;East Asia & Pacific;Upper middle income
1990;;Fiji;East Asia & Pacific;Upper middle income
1991;;Fiji;East Asia & Pacific;Upper middle income
1992;;Fiji;East Asia & Pacific;Upper middle income
1993;;Fiji;East Asia & Pacific;Upper middle income
1994;;Fiji;East Asia & Pacific;Upper middle income
1995;;Fiji;East Asia & Pacific;Upper middle income
1996;;Fiji;East Asia & Pacific;Upper middle income
1997;;Fiji;East Asia & Pacific;Upper middle income
1998;;Fiji;East Asia & Pacific;Upper middle income
1999;;Fiji;East Asia & Pacific;Upper middle income
2000;;Fiji;East Asia & Pacific;Upper middle income
2001;;Fiji;East Asia & Pacific;Upper middle income
2002;4,9;Fiji;East Asia & Pacific;Upper middle income
2003;;Fiji;East Asia & Pacific;Upper middle income
2004;;Fiji;East Asia & Pacific;Upper middle income
2005;;Fiji;East Asia & Pacific;Upper middle income
2006;;Fiji;East Asia & Pacific;Upper middle income
2007;;Fiji;East Asia & Pacific;Upper middle income
2008;3,5;Fiji;East Asia & Pacific;Upper middle income
2009;;Fiji;East Asia & Pacific;Upper middle income
2010;;Fiji;East Asia & Pacific;Upper middle income
2011;;Fiji;East Asia & Pacific;Upper middle income
2012;;Fiji;East Asia & Pacific;Upper middle income
2013;1,4;Fiji;East Asia & Pacific;Upper middle income
2014;;Fiji;East Asia & Pacific;Upper middle income
2015;;Fiji;East Asia & Pacific;Upper middle income
2016;;Fiji;East Asia & Pacific;Upper middle income
1980;;France;Europe & Central Asia;High income
1981;;France;Europe & Central Asia;High income
1982;;France;Europe & Central Asia;High income
1983;;France;Europe & Central Asia;High income
1984;;France;Europe & Central Asia;High income
1985;;France;Europe & Central Asia;High income
1986;;France;Europe & Central Asia;High income
1987;;France;Europe & Central Asia;High income
1988;;France;Europe & Central Asia;High income
1989;;France;Europe & Central Asia;High income
1990;;France;Europe & Central Asia;High income
1991;;France;Europe & Central Asia;High income
1992;;France;Europe & Central Asia;High income
1993;;France;Europe & Central Asia;High income
1994;;France;Europe & Central Asia;High income
1995;;France;Europe & Central Asia;High income
1996;;France;Europe & Central Asia;High income
1997;;France;Europe & Central Asia;High income
1998;;France;Europe & Central Asia;High income
1999;;France;Europe & Central Asia;High income
2000;;France;Europe & Central Asia;High income
2001;;France;Europe & Central Asia;High income
2002;;France;Europe & Central Asia;High income
2003;0;France;Europe & Central Asia;High income
2004;0;France;Europe & Central Asia;High income
2005;0;France;Europe & Central Asia;High income
2006;0;France;Europe & Central Asia;High income
2007;0;France;Europe & Central Asia;High income
2008;0;France;Europe & Central Asia;High income
2009;0;France;Europe & Central Asia;High income
2010;0;France;Europe & Central Asia;High income
2011;0;France;Europe & Central Asia;High income
2012;0;France;Europe & Central Asia;High income
2013;0;France;Europe & Central Asia;High income
2014;0;France;Europe & Central Asia;High income
2015;0;France;Europe & Central Asia;High income
2016;;France;Europe & Central Asia;High income
1980;;Faroe Islands;Europe & Central Asia;High income
1981;;Faroe Islands;Europe & Central Asia;High income
1982;;Faroe Islands;Europe & Central Asia;High income
1983;;Faroe Islands;Europe & Central Asia;High income
1984;;Faroe Islands;Europe & Central Asia;High income
1985;;Faroe Islands;Europe & Central Asia;High income
1986;;Faroe Islands;Europe & Central Asia;High income
1987;;Faroe Islands;Europe & Central Asia;High income
1988;;Faroe Islands;Europe & Central Asia;High income
1989;;Faroe Islands;Europe & Central Asia;High income
1990;;Faroe Islands;Europe & Central Asia;High income
1991;;Faroe Islands;Europe & Central Asia;High income
1992;;Faroe Islands;Europe & Central Asia;High income
1993;;Faroe Islands;Europe & Central Asia;High income
1994;;Faroe Islands;Europe & Central Asia;High income
1995;;Faroe Islands;Europe & Central Asia;High income
1996;;Faroe Islands;Europe & Central Asia;High income
1997;;Faroe Islands;Europe & Central Asia;High income
1998;;Faroe Islands;Europe & Central Asia;High income
1999;;Faroe Islands;Europe & Central Asia;High income
2000;;Faroe Islands;Europe & Central Asia;High income
2001;;Faroe Islands;Europe & Central Asia;High income
2002;;Faroe Islands;Europe & Central Asia;High income
2003;;Faroe Islands;Europe & Central Asia;High income
2004;;Faroe Islands;Europe & Central Asia;High income
2005;;Faroe Islands;Europe & Central Asia;High income
2006;;Faroe Islands;Europe & Central Asia;High income
2007;;Faroe Islands;Europe & Central Asia;High income
2008;;Faroe Islands;Europe & Central Asia;High income
2009;;Faroe Islands;Europe & Central Asia;High income
2010;;Faroe Islands;Europe & Central Asia;High income
2011;;Faroe Islands;Europe & Central Asia;High income
